Review,Liked,Review_cleaned,Polarity,Length,Word Counts
Total brunch fail.,0,"['total', 'brunch', 'fail']",-0.25,25,3
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,"['price', 'reasonable', 'flavor', 'spot', 'sauce', 'home', 'made', 'slaw', 'drenched', 'mayo']",0.2,85,10
"The decor is nice, and the piano music soundtrack is pleasant.",1,"['decor', 'nice', 'piano', 'music', 'soundtrack', 'pleasant']",0.6666666666666666,56,6
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,"['steak', 'amazingrge', 'fillet', 'relleno', 'best', 'seafood', 'plate', 'ever']",1.0,73,8
"Good food , good service .",1,"['good', 'food', 'good', 'service', '']",0.7,35,5
It was absolutely amazing.,1,"['absolutely', 'amazing']",0.6000000000000001,24,2
"I probably won't be back, to be honest.",0,"['probably', 'wont', 'back', 'honest']",0.3,35,4
will definitely be back!,1,"['definitely', 'back']",0.0,21,2
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,"['sergeant', 'pepper', 'beef', 'sandwich', 'auju', 'sauce', 'excellent', 'sandwich', 'well']",1.0,84,9
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,"['hawaiian', 'breeze', 'mango', 'magic', 'pineapple', 'delight', 'smoothy', 'ive', 'tried', 'far', 'theyre', 'good']",0.4333333333333333,105,12
Went for lunch - service was slow.,0,"['went', 'lunch', 'service', 'slow']",-0.30000000000000004,33,4
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,"['much', 'say', 'place', 'walked', 'expected', 'amazing', 'quickly', 'disappointed']",-0.012499999999999983,77,8
I was mortified.,0,['mortified'],0.0,13,1
"Needless to say, we will never be back here again.",0,"['needle', 'say', 'never', 'back']",0.0,31,4
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,"['anyways', 'food', 'definitely', 'filling', 'price', 'pay', 'expect']",0.0,64,7
"The chips that came out were dripping with grease, and mostly not edible.",0,"['chip', 'came', 'dripping', 'grease', 'mostly', 'edible']",0.5,53,6
I wasn't really impressed with Strip Steak.,0,"['wasnt', 'really', 'impressed', 'strip', 'steak']",1.0,46,5
Have been going since 2007 and every meal has been awesome!!,1,"['going', 'since', '2007', 'every', 'meal', 'awesome']",1.0,49,6
Our server was very nice and attentive as were the other serving staff.,1,"['server', 'nice', 'attentive', 'serving', 'staff']",0.5,47,5
The cashier was friendly and even brought the food out to me.,1,"['cashier', 'friendly', 'even', 'brought', 'food']",0.375,46,5
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,"['work', 'hospitality', 'industry', 'paradise', 'valley', 'refrained', 'recommending', 'cibo', 'longer']",0.0,96,9
The atmosphere here is fun.,1,"['atmosphere', 'fun']",0.3,20,2
Would not recommend to others.,0,"['would', 'recommend', 'others']",0.0,30,3
"Service is quick and even ""to go"" orders are just like we like it!",1,"['service', 'quick', 'even', 'go', 'order', 'like', 'like']",0.3333333333333333,53,7
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,"['mean', 'really', 'get', 'famous', 'fish', 'chip', 'terrible']",-0.153125,57,7
"That said, our mouths and bellies were still quite pleased.",1,"['said', 'mouth', 'belly', 'still', 'quite', 'pleased']",0.5,50,6
Not my thing.,0,['thing'],0.0,9,1
2 Thumbs Up!!,1,"['2', 'thumb']",0.0,13,2
If you are reading this please don't go there.,0,"['reading', 'please', 'dont', 'go']",0.0,32,4
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,"['loved', 'grilled', 'pizza', 'reminded', 'legit', 'italian', 'pizza']",0.35,64,7
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,"['pro', 'large', 'seating', 'area', 'nice', 'bar', 'area', 'great', 'simple', 'drink', 'menu', 'best', 'brick', 'oven', 'pizza', 'homemade', 'dough']",0.5228571428571429,133,17
They have a really nice atmosphere.,1,"['really', 'nice', 'atmosphere']",0.6,30,3
Tonight I had the Elk Filet special...and it sucked.,0,"['tonight', 'elk', 'filet', 'specialand', 'sucked']",0.0,47,5
"After one bite, I was hooked.",1,"['one', 'bite', 'hooked']",0.0,23,3
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,"['ordered', 'old', 'classic', 'new', 'dish', 'going', 'time', 'sorely', 'disappointed', 'everything']",-0.08674242424242425,92,10
"Cute, quaint, simple, honest.",1,"['cute', 'quaint', 'simple', 'honest']",0.3666666666666667,35,4
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,"['chicken', 'deliciously', 'seasoned', 'perfect', 'fry', 'outside', 'moist', 'chicken', 'inside']",0.010000000000000009,89,9
"The food was great as always, compliments to the chef.",1,"['food', 'great', 'always', 'compliment', 'chef']",0.8,45,5
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,"['special', 'thanks', 'dylan', 'recommendation', 'order', 'yummy', 'tummy']",0.2785714285714286,69,7
Awesome selection of beer.,1,"['awesome', 'selection', 'beer']",1.0,30,3
Great food and awesome service!,1,"['great', 'food', 'awesome', 'service']",0.9,36,4
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,"['one', 'nice', 'thing', 'added', 'gratuity', 'bill', 'since', 'party', 'larger', '6', '8', 'didnt', 'expect', 'tip']",0.3,104,14
A FLY was in my apple juice.. A FLY!!!!!!!!,0,"['fly', 'apple', 'juice', 'fly']",0.8,29,4
The Han Nan Chicken was also very tasty.,1,"['han', 'nan', 'chicken', 'also', 'tasty']",-0.6,38,5
"As for the service, I thought it was good.",1,"['service', 'thought', 'good']",0.7,28,3
"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,"['food', 'barely', 'lukewarm', 'must', 'sitting', 'waiting', 'server', 'bring', 'u']",0.05,76,9
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,"['ryans', 'bar', 'definitely', 'one', 'edinburgh', 'establishment', 'wont', 'revisiting']",0.0,82,8
Nicest Chinese restaurant I've been in a while.,1,"['nicest', 'chinese', 'restaurant', 'ive']",0.0,39,4
"Overall, I like there food and the service.",1,"['overall', 'like', 'food', 'service']",0.0,35,4
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,"['also', 'serve', 'indian', 'naan', 'bread', 'hummus', 'spicy', 'pine', 'nut', 'sauce', 'world']",0.0,86,11
"Probably never coming back, and wouldn't recommend it.",0,"['probably', 'never', 'coming', 'back', 'wouldnt', 'recommend']",0.0,58,6
"Friend's pasta -- also bad, he barely touched it.",0,"['friend', 'pasta', 'also', 'bad', 'barely', 'touched']",-0.3249999999999999,50,6
"Try them in the airport to experience some tasty food and speedy, friendly service.",1,"['try', 'airport', 'experience', 'tasty', 'food', 'speedy', 'friendly', 'service']",0.375,75,8
I love the decor with the Chinese calligraphy wall paper.,1,"['love', 'decor', 'chinese', 'calligraphy', 'wall', 'paper']",0.25,55,6
Never had anything to complain about here.,1,"['never', 'anything', 'complain']",0.0,31,3
The restaurant is very clean and has a family restaurant feel to it.,1,"['restaurant', 'clean', 'family', 'restaurant', 'feel']",0.3666666666666667,51,5
It was way over fried.,0,"['way', 'fried']",0.0,15,2
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,"['im', 'sure', 'long', 'stood', 'long', 'enough', 'begin', 'feel', 'awkwardly', 'place']",-0.039999999999999994,79,10
"When I opened the sandwich, I was impressed, but not in a good way.",0,"['opened', 'sandwich', 'impressed', 'good', 'way']",0.85,46,5
Will not be back!,0,['back'],0.0,8,1
There was a warm feeling with the service and I felt like their guest for a special treat.,1,"['warm', 'feeling', 'service', 'felt', 'like', 'guest', 'special', 'treat']",0.47857142857142854,68,8
An extensive menu provides lots of options for breakfast.,1,"['extensive', 'menu', 'provides', 'lot', 'option', 'breakfast']",0.0,58,6
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,"['always', 'order', 'vegetarian', 'menu', 'dinner', 'wide', 'array', 'option', 'choose']",-0.1,80,9
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,"['watched', 'price', 'inflate', 'portion', 'get', 'smaller', 'management', 'attitude', 'grow', 'rapidly']",0.0,96,10
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,"['wonderful', 'lil', 'tapa', 'ambience', 'made', 'feel', 'warm', 'fuzzy', 'inside']",0.8,75,9
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,"['got', 'enjoy', 'seafood', 'salad', 'fabulous', 'vinegrette']",0.4,57,6
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,"['wonton', 'thin', 'thick', 'chewy', 'almost', 'melt', 'mouth']",-0.35000000000000003,57,7
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,"['level', '5', 'spicy', 'perfect', 'spice', 'didnt', 'overwhelm', 'soup']",1.0,66,8
We were sat right on time and our server from the get go was FANTASTIC!,1,"['sat', 'right', 'time', 'server', 'get', 'go', 'fantastic']",0.34285714285714286,54,7
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,"['main', 'thing', 'didnt', 'enjoy', 'crowd', 'older', 'crowd', 'around', 'mid', '30']",0.18333333333333332,76,10
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,"['im', 'side', 'town', 'definitely', 'spot', 'ill', 'hit']",-0.25,52,7
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,"['wait', '30', 'minute', 'get', 'drink', 'longer', 'get', '2', 'arepas']",0.0,64,9
This is a GREAT place to eat!,1,"['great', 'place', 'eat']",0.8,23,3
The jalapeno bacon is soooo good.,1,"['jalapeno', 'bacon', 'soooo', 'good']",0.7,35,4
The service was poor and thats being nice.,0,"['service', 'poor', 'thats', 'nice']",0.09999999999999998,33,4
"Food was good, service was good, Prices were good.",1,"['food', 'good', 'service', 'good', 'price', 'good']",0.6999999999999998,47,6
The place was not clean and the food oh so stale!,0,"['place', 'clean', 'food', 'oh', 'stale']",-0.06666666666666665,37,5
"The chicken dishes are OK, the beef is like shoe leather.",0,"['chicken', 'dish', 'ok', 'beef', 'like', 'shoe', 'leather']",-0.04999999999999999,54,7
But the service was beyond bad.,0,"['service', 'beyond', 'bad']",-0.6999999999999998,26,3
"I'm so happy to be here!!!""",1,"['im', 'happy']",0.8,14,2
Tasted like dirt.,0,"['tasted', 'like', 'dirt']",0.0,24,3
One of the few places in Phoenix that I would definately go back to again .,1,"['one', 'place', 'phoenix', 'would', 'definately', 'go', 'back', '']",0.0,61,8
The block was amazing.,1,"['block', 'amazing']",0.6000000000000001,19,2
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,"['close', 'house', 'lowkey', 'nonfancy', 'affordable', 'price', 'good', 'food']",0.7,72,8
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,"['', 'hot', 'sour', 'egg', 'flower', 'soup', 'absolutely', '5', 'star']",0.09999999999999999,63,9
My sashimi was poor quality being soggy and tasteless.,0,"['sashimi', 'poor', 'quality', 'soggy', 'tasteless']",-0.5,48,5
Great time - family dinner on a Sunday night.,1,"['great', 'time', 'family', 'dinner', 'sunday', 'night']",0.8,51,6
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,"['food', 'tasty', 'say', 'real', 'traditional', 'hunan', 'style']",0.0,59,7
"What did bother me, was the slow service.",0,"['bother', 'slow', 'service']",-0.30000000000000004,27,3
The flair bartenders are absolutely amazing!,1,"['flair', 'bartender', 'absolutely', 'amazing']",0.6000000000000001,44,4
Their frozen margaritas are WAY too sugary for my taste.,0,"['frozen', 'margarita', 'way', 'sugary', 'taste']",0.0,45,5
These were so good we ordered them twice.,1,"['good', 'ordered', 'twice']",0.7,26,3
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,"['nutshell', '1', 'restaraunt', 'smell', 'like', 'combination', 'dirty', 'fish', 'market', 'sewer']",-0.6,90,10
My girlfriend's veal was very bad.,0,"['girlfriend', 'veal', 'bad']",-0.6999999999999998,27,3
"Unfortunately, it was not good.",0,"['unfortunately', 'good']",0.7,24,2
I had a pretty satifying experience.,1,"['pretty', 'satifying', 'experience']",0.25,35,3
Join the club and get awesome offers via email.,1,"['join', 'club', 'get', 'awesome', 'offer', 'via', 'email']",1.0,53,7
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,"['perfect', 'someone', 'like', 'beer', 'ice', 'cold', 'case', 'even', 'colder']",0.2,71,9
Bland and flavorless is a good way of describing the barely tepid meat.,0,"['bland', 'flavorless', 'good', 'way', 'describing', 'barely', 'tepid', 'meat']",0.19444444444444445,72,8
"The chains, which I'm no fan of, beat this place easily.",0,"['chain', 'im', 'fan', 'beat', 'place', 'easily']",0.43333333333333335,44,6
The nachos are a MUST HAVE!,1,"['nacho', 'must']",0.0,16,2
We will not be coming back.,0,"['coming', 'back']",0.0,17,2
"I don't have very many words to say about this place, but it does everything pretty well.",1,"['dont', 'many', 'word', 'say', 'place', 'everything', 'pretty', 'well']",0.375,65,8
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,"['staff', 'super', 'nice', 'quick', 'even', 'crazy', 'crowd', 'downtown', 'jury', 'lawyer', 'court', 'staff']",0.16666666666666666,98,12
"Great atmosphere, friendly and fast service.",1,"['great', 'atmosphere', 'friendly', 'fast', 'service']",0.4583333333333333,50,5
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,"['received', 'pita', 'huge', 'lot', 'meat', 'thumb']",0.4000000000000001,47,6
Once your food arrives it's meh.,0,"['food', 'arrives', 'meh']",0.0,24,3
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,"['paying', '785', 'hot', 'dog', 'fry', 'look', 'like', 'came', 'kid', 'meal', 'wienerschnitzel', 'idea', 'good', 'meal']",0.475,107,14
The classic Maine Lobster Roll was fantastic.,1,"['classic', 'maine', 'lobster', 'roll', 'fantastic']",0.2833333333333333,48,5
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,"['brother', 'law', 'work', 'mall', 'ate', 'day', 'guess', 'sick', 'night']",-0.7142857142857143,66,9
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,"['good', 'going', 'review', 'place', 'twice', 'hereas', 'tribute', 'place', 'tribute', 'event', 'held', 'last', 'night']",0.35,108,13
"The chips and salsa were really good, the salsa was very fresh.",1,"['chip', 'salsa', 'really', 'good', 'salsa', 'fresh']",0.5,48,6
This place is great!!!!!!!!!!!!!!,1,"['place', 'great']",0.8,17,2
Mediocre food.,0,"['mediocre', 'food']",-0.5,19,2
Once you get inside you'll be impressed with the place.,1,"['get', 'inside', 'youll', 'impressed', 'place']",1.0,44,5
I'm super pissd.,0,"['im', 'super', 'pissd']",0.3333333333333333,22,3
And service was super friendly.,1,"['service', 'super', 'friendly']",0.35416666666666663,30,3
Why are these sad little vegetables so overcooked?,0,"['sad', 'little', 'vegetable', 'overcooked']",-0.34375,41,4
This place was such a nice surprise!,1,"['place', 'nice', 'surprise']",0.6,27,3
They were golden-crispy and delicious.,1,"['goldencrispy', 'delicious']",1.0,28,2
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,"['high', 'hope', 'place', 'since', 'burger', 'cooked', 'charcoal', 'grill', 'unfortunately', 'taste', 'fell', 'flat', 'way', 'flat']",-0.0975,119,14
I could eat their bruschetta all day it is devine.,1,"['could', 'eat', 'bruschetta', 'day', 'devine']",0.0,43,5
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,"['single', 'employee', 'came', 'see', 'ok', 'even', 'needed', 'water', 'refill', 'finally', 'served', 'u', 'food']",0.14285714285714288,102,13
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,"['lastly', 'mozzarella', 'stick', 'best', 'thing', 'ordered']",0.5,56,6
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,"['first', 'time', 'ever', 'came', 'amazing', 'experience', 'still', 'tell', 'people', 'awesome', 'duck']",0.6166666666666667,94,11
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,"['server', 'negligent', 'need', 'made', 'u', 'feel', 'unwelcome', 'would', 'suggest', 'place']",0.0,85,10
The service was terrible though.,0,"['service', 'terrible', 'though']",-1.0,31,3
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,"['place', 'overpriced', 'consistent', 'boba', 'really', 'overpriced']",0.225,64,6
It was packed!!,0,['packed'],0.0,10,1
I love this place.,1,"['love', 'place']",0.5,16,2
I can say that the desserts were yummy.,1,"['say', 'dessert', 'yummy']",0.0,25,3
The food was terrible.,0,"['food', 'terrible']",-1.0,19,2
The seasonal fruit was fresh white peach puree.,1,"['seasonal', 'fruit', 'fresh', 'white', 'peach', 'puree']",0.15,52,6
It kept getting worse and worse so now I'm officially done.,0,"['kept', 'getting', 'worse', 'worse', 'im', 'officially', 'done']",-0.4,59,7
This place should honestly be blown up.,0,"['place', 'honestly', 'blown']",0.6,28,3
But I definitely would not eat here again.,0,"['definitely', 'would', 'eat']",0.0,28,3
Do not waste your money here!,0,"['waste', 'money']",-0.2,17,2
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,"['love', 'put', 'food', 'nice', 'plastic', 'container', 'opposed', 'cramming', 'little', 'paper', 'takeout', 'box']",0.3041666666666667,104,12
The crêpe was delicate and thin and moist.,1,"['crêpe', 'delicate', 'thin', 'moist']",-0.35,35,4
Awful service.,0,"['awful', 'service']",-1.0,19,2
Won't ever go here again.,0,"['wont', 'ever', 'go']",0.0,20,3
Food quality has been horrible.,0,"['food', 'quality', 'horrible']",-1.0,29,3
For that price I can think of a few place I would have much rather gone.,0,"['price', 'think', 'place', 'would', 'much', 'rather', 'gone']",0.2,56,7
The service here is fair at best.,0,"['service', 'fair', 'best']",0.85,25,3
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,"['love', 'sushi', 'found', 'kabuki', 'overpriced', 'overhip', 'underservices']",0.5,72,7
Do yourself a favor and stay away from this dish.,0,"['favor', 'stay', 'away', 'dish']",0.0,30,4
Very poor service.,0,"['poor', 'service']",-0.4,18,2
No one at the table thought the food was above average or worth the wait that we had for it.,0,"['one', 'table', 'thought', 'food', 'average', 'worth', 'wait']",0.075,57,7
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,"['best', 'service', 'food', 'ever', 'maria', 'server', 'good', 'friendly', 'made', 'day']",0.6916666666666668,80,10
They were excellent.,1,['excellent'],1.0,13,1
I paid the bill but did not tip because I felt the server did a terrible job.,0,"['paid', 'bill', 'tip', 'felt', 'server', 'terrible', 'job']",-1.0,54,7
Just had lunch here and had a great experience.,1,"['lunch', 'great', 'experience']",0.8,30,3
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,"['never', 'bland', 'food', 'surprised', 'considering', 'article', 'read', 'focused', 'much', 'spice', 'flavor']",0.1277777777777778,101,11
Food is way overpriced and portions are fucking small.,0,"['food', 'way', 'overpriced', 'portion', 'fucking', 'small']",-0.25,55,6
I recently tried Caballero's and I have been back every week since!,1,"['recently', 'tried', 'caballeros', 'back', 'every', 'week', 'since']",0.0,63,7
"for 40 bucks a head, i really expect better food.",0,"['40', 'buck', 'head', 'really', 'expect', 'better', 'food']",0.35,54,7
The food came out at a good pace.,1,"['food', 'came', 'good', 'pace']",0.7,29,4
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,"['ate', 'twice', 'last', 'visit', 'especially', 'enjoyed', 'salmon', 'salad']",0.5,70,8
I won't be back.,0,"['wont', 'back']",0.0,15,2
We could not believe how dirty the oysters were!,0,"['could', 'believe', 'dirty', 'oyster']",-0.6,36,4
This place deserves no stars.,0,"['place', 'deserves', 'star']",0.0,27,3
I would not recommend this place.,0,"['would', 'recommend', 'place']",0.0,29,3
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,"['fact', 'im', 'going', 'round', '4', 'star', 'awesome']",0.4,50,7
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,"['disbelief', 'dish', 'qualified', 'worst', 'version', 'food', 'ever', 'tasted']",-1.0,73,8
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,"['bad', 'day', 'low', 'tolerance', 'rude', 'customer', 'service', 'people', 'job', 'nice', 'polite', 'wash', 'dish', 'otherwise']",-0.09999999999999995,116,14
the potatoes were great and so was the biscuit.,1,"['potato', 'great', 'biscuit']",0.8,28,3
I probably would not go here again.,0,"['probably', 'would', 'go']",0.0,25,3
So flavorful and has just the perfect amount of heat.,1,"['flavorful', 'perfect', 'amount', 'heat']",1.0,39,4
The price is reasonable and the service is great.,1,"['price', 'reasonable', 'service', 'great']",0.5,40,4
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,"['wife', 'hated', 'meal', 'coconut', 'shrimp', 'friend', 'really', 'enjoy', 'meal', 'either']",-0.25,84,10
My fella got the huevos rancheros and they didn't look too appealing.,0,"['fella', 'got', 'huevos', 'rancheros', 'didnt', 'look', 'appealing']",0.5,63,7
"Went in for happy hour, great list of wines.",1,"['went', 'happy', 'hour', 'great', 'list', 'wine']",0.8,45,6
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,"['may', 'say', 'buffet', 'pricey', 'think', 'get', 'pay', 'place', 'getting', 'quite', 'lot']",0.0,83,11
I probably won't be coming back here.,0,"['probably', 'wont', 'coming', 'back']",0.0,35,4
Worst food/service I've had in a while.,0,"['worst', 'foodservice', 'ive']",-1.0,29,3
"This place is pretty good, nice little vibe in the restaurant.",1,"['place', 'pretty', 'good', 'nice', 'little', 'vibe', 'restaurant']",0.34062499999999996,61,7
Talk about great customer service of course we will be back.,1,"['talk', 'great', 'customer', 'service', 'course', 'back']",0.4,53,6
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,"['hot', 'dish', 'hot', 'cold', 'dish', 'close', 'room', 'tempo', 'watched', 'staff', 'prepare', 'food', 'bare', 'hand', 'gloveseverything', 'deep', 'fried', 'oil']",-0.009999999999999995,146,18
I love their fries and their beans.,1,"['love', 'fry', 'bean']",0.5,21,3
Always a pleasure dealing with him.,1,"['always', 'pleasure', 'dealing']",0.0,31,3
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,"['plethora', 'salad', 'sandwich', 'everything', 'ive', 'tried', 'get', 'seal', 'approval']",0.0,82,9
This place is awesome if you want something light and healthy during the summer.,1,"['place', 'awesome', 'want', 'something', 'light', 'healthy', 'summer']",0.6333333333333333,65,7
"For sushi on the Strip, this is the place to go.",1,"['sushi', 'strip', 'place', 'go']",0.0,30,4
"The service was great, even the manager came and helped with our table.",1,"['service', 'great', 'even', 'manager', 'came', 'helped', 'table']",0.8,60,7
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,"['feel', 'dining', 'room', 'college', 'cooking', 'course', 'high', 'class', 'dining', 'service', 'slow', 'best']",0.2866666666666667,101,12
"I started this review with two stars, but I'm editing it to give it only one.",0,"['started', 'review', 'two', 'star', 'im', 'editing', 'give', 'one']",0.0,61,8
this is the worst sushi i have ever eat besides Costco's.,0,"['worst', 'sushi', 'ever', 'eat', 'besides', 'costcos']",-1.0,50,6
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,"['excellent', 'restaurant', 'highlighted', 'great', 'service', 'unique', 'menu', 'beautiful', 'setting']",0.75625,96,9
My boyfriend and i sat at the bar and had a completely delightful experience.,1,"['boyfriend', 'sat', 'bar', 'completely', 'delightful', 'experience']",1.0,64,6
Weird vibe from owners.,0,"['weird', 'vibe', 'owner']",-0.5,24,3
There was hardly any meat.,0,"['hardly', 'meat']",-0.2916666666666667,17,2
I've had better bagels from the grocery store.,0,"['ive', 'better', 'bagel', 'grocery', 'store']",0.5,42,5
Go To Place for Gyros.,1,"['go', 'place', 'gyro']",0.0,21,3
"I love the owner/chef, his one authentic Japanese cool dude!",1,"['love', 'ownerchef', 'one', 'authentic', 'japanese', 'cool', 'dude']",0.3375,63,7
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,"['burger', 'arent', 'good', 'pizza', 'used', 'amazing', 'doughy', 'flavorless']",0.65,72,8
I found a six inch long piece of wire in my salsa.,0,"['found', 'six', 'inch', 'long', 'piece', 'wire', 'salsa']",-0.05,52,7
"The service was terrible, food was mediocre.",0,"['service', 'terrible', 'food', 'mediocre']",-0.75,40,4
We definately enjoyed ourselves.,1,"['definately', 'enjoyed']",0.5,24,2
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,"['ordered', 'albondigas', 'soup', 'warm', 'tasted', 'like', 'tomato', 'soup', 'frozen', 'meatball']",0.6,90,10
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,"['three', 'different', 'occasion', 'asked', 'well', 'done', 'medium', 'well', 'three', 'time', 'got', 'bloodiest', 'piece', 'meat', 'plate']",0.0,126,15
I had about two bites and refused to eat anymore.,0,"['two', 'bite', 'refused', 'eat', 'anymore']",0.0,40,5
The service was extremely slow.,0,"['service', 'extremely', 'slow']",-0.30000000000000004,30,3
"After 20 minutes wait, I got a table.",0,"['20', 'minute', 'wait', 'got', 'table']",0.0,36,5
Seriously killer hot chai latte.,1,"['seriously', 'killer', 'hot', 'chai', 'latte']",-0.04166666666666666,43,5
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,"['allergy', 'warning', 'menu', 'waitress', 'absolutely', 'clue', 'meal', 'contain', 'peanut']",0.2,85,9
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,"['boyfriend', 'tried', 'mediterranean', 'chicken', 'salad', 'fell', 'love']",-0.04999999999999999,69,7
Their rotating beers on tap is also a highlight of this place.,1,"['rotating', 'beer', 'tap', 'also', 'highlight', 'place']",0.0,52,6
Pricing is a bit of a concern at Mellow Mushroom.,0,"['pricing', 'bit', 'concern', 'mellow', 'mushroom']",0.0,47,5
Worst Thai ever.,0,"['worst', 'thai', 'ever']",-1.0,23,3
If you stay in Vegas you must get breakfast here at least once.,1,"['stay', 'vega', 'must', 'get', 'breakfast', 'least']",-0.3,48,6
I want to first say our server was great and we had perfect service.,1,"['want', 'first', 'say', 'server', 'great', 'perfect', 'service']",0.6833333333333332,59,7
The pizza selections are good.,1,"['pizza', 'selection', 'good']",0.7,28,3
"I had strawberry tea, which was good.",1,"['strawberry', 'tea', 'good']",0.7,27,3
Highly unprofessional and rude to a loyal patron!,0,"['highly', 'unprofessional', 'rude', 'loyal', 'patron']",0.06444444444444444,51,5
"Overall, a great experience.",1,"['overall', 'great', 'experience']",0.4,32,3
Spend your money elsewhere.,0,"['spend', 'money', 'elsewhere']",0.0,29,3
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,"['regular', 'toasted', 'bread', 'equally', 'satisfying', 'occasional', 'pat', 'butter', 'mmmm']",0.16666666666666666,87,9
The Buffet at Bellagio was far from what I anticipated.,0,"['buffet', 'bellagio', 'far', 'anticipated']",0.1,41,4
"And the drinks are WEAK, people!",0,"['drink', 'weak', 'people']",-0.375,25,3
-My order was not correct.,0,"['order', 'correct']",0.0,19,2
"Also, I feel like the chips are bought, not made in house.",0,"['also', 'feel', 'like', 'chip', 'bought', 'made', 'house']",0.0,53,7
After the disappointing dinner we went elsewhere for dessert.,0,"['disappointing', 'dinner', 'went', 'elsewhere', 'dessert']",-0.6,55,5
